Training Progress: 	Epoch 1 [0/8883 (0.00%)]		Loss: 1.65029
	Validation loss: 0.00022, Accuracy: 1478/1692 (87.00%)
	Test loss: 0.00179, Accuracy: 500/1772 (28.00%)

Training Progress: 	Epoch 78 [0/8883 (0.00%)]		Loss: 0.45727
Training Progress: 	Epoch 78 [320/8883 (3.60%)]		Loss: 0.39006
Training Progress: 	Epoch 78 [640/8883 (7.19%)]		Loss: 0.46181
Training Progress: 	Epoch 78 [960/8883 (10.79%)]		Loss: 0.51738
Training Progress: 	Epoch 78 [1280/8883 (14.39%)]		Loss: 0.70329
Training Progress: 	Epoch 78 [1600/8883 (17.99%)]		Loss: 0.36438
Training Progress: 	Epoch 78 [1920/8883 (21.58%)]		Loss: 0.40134
Training Progress: 	Epoch 78 [2240/8883 (25.18%)]		Loss: 0.47888
Training Progress: 	Epoch 78 [2560/8883 (28.78%)]		Loss: 0.48517
Training Progress: 	Epoch 78 [2880/8883 (32.37%)]		Loss: 0.59343
Training Progress: 	Epoch 78 [3200/8883 (35.97%)]		Loss: 0.70706
Training Progress: 	Epoch 78 [3520/8883 (39.57%)]		Loss: 0.86184
Training Progress: 	Epoch 78 [3840/8883 (43.17%)]		Loss: 0.63762
Training Progress: 	Epoch 78 [4160/8883 (46.76%)]		Loss: 0.40612
Training Progress: 	Epoch 78 [4480/8883 (50.36%)]		Loss: 0.45216
Training Progress: 	Epoch 78 [4800/8883 (53.96%)]		Loss: 0.33054
Training Progress: 	Epoch 78 [5120/8883 (57.55%)]		Loss: 0.56977
Training Progress: 	Epoch 78 [5440/8883 (61.15%)]		Loss: 0.61644
Training Progress: 	Epoch 78 [5760/8883 (64.75%)]		Loss: 0.44388
Training Progress: 	Epoch 78 [6080/8883 (68.35%)]		Loss: 0.43400
Training Progress: 	Epoch 78 [6400/8883 (71.94%)]		Loss: 0.45382
Training Progress: 	Epoch 78 [6720/8883 (75.54%)]		Loss: 0.59120
Training Progress: 	Epoch 78 [7040/8883 (79.14%)]		Loss: 0.61496
Training Progress: 	Epoch 78 [7360/8883 (82.73%)]		Loss: 0.57747
Training Progress: 	Epoch 78 [7680/8883 (86.33%)]		Loss: 0.40599
Training Progress: 	Epoch 78 [8000/8883 (89.93%)]		Loss: 0.54248
Training Progress: 	Epoch 78 [8320/8883 (93.53%)]		Loss: 0.53772
Training Progress: 	Epoch 78 [8640/8883 (97.12%)]		Loss: 0.49413
	Train loss: 0.01271, Accuracy: 7080/8883 (79.00%)
	Validation loss: 0.00024, Accuracy: 1469/1692 (86.00%)
	Test loss: 0.00187, Accuracy: 507/1772 (28.00%)

Training Progress: 	Epoch 79 [0/8883 (0.00%)]		Loss: 0.39316
Training Progress: 	Epoch 79 [320/8883 (3.60%)]		Loss: 0.65577
Training Progress: 	Epoch 79 [640/8883 (7.19%)]		Loss: 0.47224
Training Progress: 	Epoch 79 [960/8883 (10.79%)]		Loss: 0.57234
Training Progress: 	Epoch 79 [1280/8883 (14.39%)]		Loss: 0.45279
Training Progress: 	Epoch 79 [1600/8883 (17.99%)]		Loss: 0.39769
Training Progress: 	Epoch 79 [1920/8883 (21.58%)]		Loss: 0.49275
Training Progress: 	Epoch 79 [2240/8883 (25.18%)]		Loss: 0.50648
Training Progress: 	Epoch 79 [2560/8883 (28.78%)]		Loss: 0.71600
Training Progress: 	Epoch 79 [2880/8883 (32.37%)]		Loss: 0.47073
Training Progress: 	Epoch 79 [3200/8883 (35.97%)]		Loss: 0.42931
Training Progress: 	Epoch 79 [3520/8883 (39.57%)]		Loss: 0.55678
Training Progress: 	Epoch 79 [3840/8883 (43.17%)]		Loss: 0.68147
Training Progress: 	Epoch 79 [4160/8883 (46.76%)]		Loss: 0.35942
Training Progress: 	Epoch 79 [4480/8883 (50.36%)]		Loss: 0.42968
Training Progress: 	Epoch 79 [4800/8883 (53.96%)]		Loss: 0.42090
Training Progress: 	Epoch 79 [5120/8883 (57.55%)]		Loss: 0.57962
Training Progress: 	Epoch 79 [5440/8883 (61.15%)]		Loss: 0.51759
Training Progress: 	Epoch 79 [5760/8883 (64.75%)]		Loss: 0.57520
Training Progress: 	Epoch 79 [6080/8883 (68.35%)]		Loss: 0.31024
Training Progress: 	Epoch 79 [6400/8883 (71.94%)]		Loss: 0.48090
Training Progress: 	Epoch 79 [6720/8883 (75.54%)]		Loss: 0.56198
Training Progress: 	Epoch 79 [7040/8883 (79.14%)]		Loss: 0.88455
Training Progress: 	Epoch 79 [7360/8883 (82.73%)]		Loss: 0.50442
Training Progress: 	Epoch 79 [7680/8883 (86.33%)]		Loss: 0.65477
Training Progress: 	Epoch 79 [8000/8883 (89.93%)]		Loss: 0.54683
Training Progress: 	Epoch 79 [8320/8883 (93.53%)]		Loss: 0.61402
Training Progress: 	Epoch 79 [8640/8883 (97.12%)]		Loss: 0.77084
	Train loss: 0.01359, Accuracy: 6984/8883 (78.00%)
	Validation loss: 0.00028, Accuracy: 1450/1692 (85.00%)
	Test loss: 0.00192, Accuracy: 503/1772 (28.00%)

Training Progress: 	Epoch 80 [0/8883 (0.00%)]		Loss: 0.52183
Training Progress: 	Epoch 80 [320/8883 (3.60%)]		Loss: 0.43906
Training Progress: 	Epoch 80 [640/8883 (7.19%)]		Loss: 0.38688
Training Progress: 	Epoch 80 [960/8883 (10.79%)]		Loss: 0.47611
Training Progress: 	Epoch 80 [1280/8883 (14.39%)]		Loss: 0.50953
Training Progress: 	Epoch 80 [1600/8883 (17.99%)]		Loss: 0.42984
Training Progress: 	Epoch 80 [1920/8883 (21.58%)]		Loss: 0.48030
Training Progress: 	Epoch 80 [2240/8883 (25.18%)]		Loss: 0.59286
Training Progress: 	Epoch 80 [2560/8883 (28.78%)]		Loss: 0.69821
Training Progress: 	Epoch 80 [2880/8883 (32.37%)]		Loss: 0.68055
Training Progress: 	Epoch 80 [3200/8883 (35.97%)]		Loss: 0.44947
Training Progress: 	Epoch 80 [3520/8883 (39.57%)]		Loss: 0.56894
Training Progress: 	Epoch 80 [3840/8883 (43.17%)]		Loss: 0.72765
Training Progress: 	Epoch 80 [4160/8883 (46.76%)]		Loss: 0.47291
Training Progress: 	Epoch 80 [4480/8883 (50.36%)]		Loss: 0.52488
Training Progress: 	Epoch 80 [4800/8883 (53.96%)]		Loss: 0.30381
Training Progress: 	Epoch 80 [5120/8883 (57.55%)]		Loss: 0.65599
Training Progress: 	Epoch 80 [5440/8883 (61.15%)]		Loss: 0.57483
Training Progress: 	Epoch 80 [5760/8883 (64.75%)]		Loss: 0.40000
Training Progress: 	Epoch 80 [6080/8883 (68.35%)]		Loss: 0.55376
Training Progress: 	Epoch 80 [6400/8883 (71.94%)]		Loss: 0.50484
Training Progress: 	Epoch 80 [6720/8883 (75.54%)]		Loss: 1.34109
Training Progress: 	Epoch 80 [7040/8883 (79.14%)]		Loss: 0.62144
Training Progress: 	Epoch 80 [7360/8883 (82.73%)]		Loss: 0.60024
Training Progress: 	Epoch 80 [7680/8883 (86.33%)]		Loss: 0.46148
Training Progress: 	Epoch 80 [8000/8883 (89.93%)]		Loss: 0.43482
Training Progress: 	Epoch 80 [8320/8883 (93.53%)]		Loss: 0.53014
Training Progress: 	Epoch 80 [8640/8883 (97.12%)]		Loss: 0.46703
	Train loss: 0.01377, Accuracy: 6953/8883 (78.00%)
	Validation loss: 0.00028, Accuracy: 1441/1692 (85.00%)
	Test loss: 0.00176, Accuracy: 514/1772 (29.00%)

Training Progress: 	Epoch 81 [0/8883 (0.00%)]		Loss: 0.37426
Training Progress: 	Epoch 81 [320/8883 (3.60%)]		Loss: 0.41683
Training Progress: 	Epoch 81 [640/8883 (7.19%)]		Loss: 0.30932
Training Progress: 	Epoch 81 [960/8883 (10.79%)]		Loss: 0.47623
Training Progress: 	Epoch 81 [1280/8883 (14.39%)]		Loss: 0.41810
Training Progress: 	Epoch 81 [1600/8883 (17.99%)]		Loss: 0.36509
Training Progress: 	Epoch 81 [1920/8883 (21.58%)]		Loss: 0.38027
Training Progress: 	Epoch 81 [2240/8883 (25.18%)]		Loss: 0.44059
Training Progress: 	Epoch 81 [2560/8883 (28.78%)]		Loss: 0.68777
Training Progress: 	Epoch 81 [2880/8883 (32.37%)]		Loss: 0.37549
Training Progress: 	Epoch 81 [3200/8883 (35.97%)]		Loss: 0.54997
Training Progress: 	Epoch 81 [3520/8883 (39.57%)]		Loss: 0.82471
Training Progress: 	Epoch 81 [3840/8883 (43.17%)]		Loss: 0.62217
Training Progress: 	Epoch 81 [4160/8883 (46.76%)]		Loss: 0.38742
Training Progress: 	Epoch 81 [4480/8883 (50.36%)]		Loss: 0.58919
Training Progress: 	Epoch 81 [4800/8883 (53.96%)]		Loss: 0.33897
Training Progress: 	Epoch 81 [5120/8883 (57.55%)]		Loss: 0.68734
Training Progress: 	Epoch 81 [5440/8883 (61.15%)]		Loss: 0.46312
Training Progress: 	Epoch 81 [5760/8883 (64.75%)]		Loss: 0.40595
Training Progress: 	Epoch 81 [6080/8883 (68.35%)]		Loss: 0.38342
Training Progress: 	Epoch 81 [6400/8883 (71.94%)]		Loss: 0.62363
Training Progress: 	Epoch 81 [6720/8883 (75.54%)]		Loss: 0.66861
Training Progress: 	Epoch 81 [7040/8883 (79.14%)]		Loss: 0.76858
Training Progress: 	Epoch 81 [7360/8883 (82.73%)]		Loss: 0.60123
Training Progress: 	Epoch 81 [7680/8883 (86.33%)]		Loss: 0.60076
Training Progress: 	Epoch 81 [8000/8883 (89.93%)]		Loss: 0.55620
Training Progress: 	Epoch 81 [8320/8883 (93.53%)]		Loss: 0.57555
Training Progress: 	Epoch 81 [8640/8883 (97.12%)]		Loss: 0.39101
	Train loss: 0.01273, Accuracy: 7075/8883 (79.00%)
	Validation loss: 0.00022, Accuracy: 1496/1692 (88.00%)
	Test loss: 0.00182, Accuracy: 501/1772 (28.00%)

Training Progress: 	Epoch 82 [0/8883 (0.00%)]		Loss: 0.49210
Training Progress: 	Epoch 82 [320/8883 (3.60%)]		Loss: 0.68878
Training Progress: 	Epoch 82 [640/8883 (7.19%)]		Loss: 0.26552
Training Progress: 	Epoch 82 [960/8883 (10.79%)]		Loss: 0.57158
Training Progress: 	Epoch 82 [1280/8883 (14.39%)]		Loss: 0.60940
Training Progress: 	Epoch 82 [1600/8883 (17.99%)]		Loss: 0.29265
Training Progress: 	Epoch 82 [1920/8883 (21.58%)]		Loss: 0.35387
Training Progress: 	Epoch 82 [2240/8883 (25.18%)]		Loss: 0.57812
Training Progress: 	Epoch 82 [2560/8883 (28.78%)]		Loss: 0.86960
Training Progress: 	Epoch 82 [2880/8883 (32.37%)]		Loss: 0.46789
Training Progress: 	Epoch 82 [3200/8883 (35.97%)]		Loss: 0.39314
Training Progress: 	Epoch 82 [3520/8883 (39.57%)]		Loss: 0.63881
Training Progress: 	Epoch 82 [3840/8883 (43.17%)]		Loss: 0.64229
Training Progress: 	Epoch 82 [4160/8883 (46.76%)]		Loss: 0.36721
Training Progress: 	Epoch 82 [4480/8883 (50.36%)]		Loss: 0.43672
Training Progress: 	Epoch 82 [4800/8883 (53.96%)]		Loss: 0.37509
Training Progress: 	Epoch 82 [5120/8883 (57.55%)]		Loss: 0.43164
Training Progress: 	Epoch 82 [5440/8883 (61.15%)]		Loss: 0.48274
Training Progress: 	Epoch 82 [5760/8883 (64.75%)]		Loss: 0.37574
Training Progress: 	Epoch 82 [6080/8883 (68.35%)]		Loss: 0.40944
Training Progress: 	Epoch 82 [6400/8883 (71.94%)]		Loss: 0.48065
Training Progress: 	Epoch 82 [6720/8883 (75.54%)]		Loss: 0.54005
Training Progress: 	Epoch 82 [7040/8883 (79.14%)]		Loss: 0.66521
Training Progress: 	Epoch 82 [7360/8883 (82.73%)]		Loss: 0.51834
Training Progress: 	Epoch 82 [7680/8883 (86.33%)]		Loss: 0.36296
Training Progress: 	Epoch 82 [8000/8883 (89.93%)]		Loss: 0.56256
Training Progress: 	Epoch 82 [8320/8883 (93.53%)]		Loss: 0.46063
Training Progress: 	Epoch 82 [8640/8883 (97.12%)]		Loss: 0.73022
	Train loss: 0.01280, Accuracy: 7063/8883 (79.00%)
	Validation loss: 0.00020, Accuracy: 1496/1692 (88.00%)
	Test loss: 0.00178, Accuracy: 515/1772 (29.00%)

Training Progress: 	Epoch 83 [0/8883 (0.00%)]		Loss: 0.63909
Training Progress: 	Epoch 83 [320/8883 (3.60%)]		Loss: 0.65443
Training Progress: 	Epoch 83 [640/8883 (7.19%)]		Loss: 0.33582
Training Progress: 	Epoch 83 [960/8883 (10.79%)]		Loss: 0.47644
Training Progress: 	Epoch 83 [1280/8883 (14.39%)]		Loss: 0.62887
Training Progress: 	Epoch 83 [1600/8883 (17.99%)]		Loss: 0.61214
Training Progress: 	Epoch 83 [1920/8883 (21.58%)]		Loss: 0.79453
Training Progress: 	Epoch 83 [2240/8883 (25.18%)]		Loss: 0.45709
Training Progress: 	Epoch 83 [2560/8883 (28.78%)]		Loss: 0.66083
Training Progress: 	Epoch 83 [2880/8883 (32.37%)]		Loss: 0.41459
Training Progress: 	Epoch 83 [3200/8883 (35.97%)]		Loss: 0.42715
Training Progress: 	Epoch 83 [3520/8883 (39.57%)]		Loss: 0.69688
Training Progress: 	Epoch 83 [3840/8883 (43.17%)]		Loss: 0.71613
Training Progress: 	Epoch 83 [4160/8883 (46.76%)]		Loss: 0.32512
Training Progress: 	Epoch 83 [4480/8883 (50.36%)]		Loss: 0.28033
Training Progress: 	Epoch 83 [4800/8883 (53.96%)]		Loss: 0.50194
Training Progress: 	Epoch 83 [5120/8883 (57.55%)]		Loss: 0.56844
Training Progress: 	Epoch 83 [5440/8883 (61.15%)]		Loss: 0.80440
Training Progress: 	Epoch 83 [5760/8883 (64.75%)]		Loss: 0.54596
Training Progress: 	Epoch 83 [6080/8883 (68.35%)]		Loss: 0.46522
Training Progress: 	Epoch 83 [6400/8883 (71.94%)]		Loss: 0.60714
Training Progress: 	Epoch 83 [6720/8883 (75.54%)]		Loss: 0.58976
Training Progress: 	Epoch 83 [7040/8883 (79.14%)]		Loss: 0.64568
Training Progress: 	Epoch 83 [7360/8883 (82.73%)]		Loss: 0.49595
Training Progress: 	Epoch 83 [7680/8883 (86.33%)]		Loss: 0.53845
Training Progress: 	Epoch 83 [8000/8883 (89.93%)]		Loss: 0.40773
Training Progress: 	Epoch 83 [8320/8883 (93.53%)]		Loss: 0.64481
Training Progress: 	Epoch 83 [8640/8883 (97.12%)]		Loss: 0.58328
	Train loss: 0.01238, Accuracy: 7111/8883 (80.00%)
	Validation loss: 0.00020, Accuracy: 1500/1692 (88.00%)
	Test loss: 0.00172, Accuracy: 567/1772 (31.00%)

Training Progress: 	Epoch 84 [0/8883 (0.00%)]		Loss: 0.61259
Training Progress: 	Epoch 84 [320/8883 (3.60%)]		Loss: 0.63460
Training Progress: 	Epoch 84 [640/8883 (7.19%)]		Loss: 0.31248
Training Progress: 	Epoch 84 [960/8883 (10.79%)]		Loss: 0.51822
Training Progress: 	Epoch 84 [1280/8883 (14.39%)]		Loss: 0.45387
Training Progress: 	Epoch 84 [1600/8883 (17.99%)]		Loss: 0.47632
Training Progress: 	Epoch 84 [1920/8883 (21.58%)]		Loss: 0.31251
Training Progress: 	Epoch 84 [2240/8883 (25.18%)]		Loss: 0.38702
Training Progress: 	Epoch 84 [2560/8883 (28.78%)]		Loss: 0.73927
Training Progress: 	Epoch 84 [2880/8883 (32.37%)]		Loss: 0.38680
Training Progress: 	Epoch 84 [3200/8883 (35.97%)]		Loss: 0.75630
Training Progress: 	Epoch 84 [3520/8883 (39.57%)]		Loss: 0.60613
Training Progress: 	Epoch 84 [3840/8883 (43.17%)]		Loss: 0.56461
Training Progress: 	Epoch 84 [4160/8883 (46.76%)]		Loss: 0.31170
Training Progress: 	Epoch 84 [4480/8883 (50.36%)]		Loss: 0.34436
Training Progress: 	Epoch 84 [4800/8883 (53.96%)]		Loss: 0.30709
Training Progress: 	Epoch 84 [5120/8883 (57.55%)]		Loss: 0.50875
Training Progress: 	Epoch 84 [5440/8883 (61.15%)]		Loss: 0.70047
Training Progress: 	Epoch 84 [5760/8883 (64.75%)]		Loss: 0.62136
Training Progress: 	Epoch 84 [6080/8883 (68.35%)]		Loss: 0.37533
Training Progress: 	Epoch 84 [6400/8883 (71.94%)]		Loss: 0.67591
Training Progress: 	Epoch 84 [6720/8883 (75.54%)]		Loss: 0.55282
Training Progress: 	Epoch 84 [7040/8883 (79.14%)]		Loss: 0.64340
Training Progress: 	Epoch 84 [7360/8883 (82.73%)]		Loss: 0.55397
Training Progress: 	Epoch 84 [7680/8883 (86.33%)]		Loss: 0.48611
Training Progress: 	Epoch 84 [8000/8883 (89.93%)]		Loss: 0.37512
Training Progress: 	Epoch 84 [8320/8883 (93.53%)]		Loss: 0.41365
Training Progress: 	Epoch 84 [8640/8883 (97.12%)]		Loss: 0.56385
	Train loss: 0.01289, Accuracy: 7070/8883 (79.00%)
	Validation loss: 0.00023, Accuracy: 1482/1692 (87.00%)
	Test loss: 0.00187, Accuracy: 552/1772 (31.00%)

Training Progress: 	Epoch 85 [0/8883 (0.00%)]		Loss: 0.48015
Training Progress: 	Epoch 85 [320/8883 (3.60%)]		Loss: 0.63260
Training Progress: 	Epoch 85 [640/8883 (7.19%)]		Loss: 0.39504
Training Progress: 	Epoch 85 [960/8883 (10.79%)]		Loss: 0.44003
Training Progress: 	Epoch 85 [1280/8883 (14.39%)]		Loss: 0.61184
Training Progress: 	Epoch 85 [1600/8883 (17.99%)]		Loss: 0.29770
Training Progress: 	Epoch 85 [1920/8883 (21.58%)]		Loss: 0.33146
Training Progress: 	Epoch 85 [2240/8883 (25.18%)]		Loss: 0.40700
Training Progress: 	Epoch 85 [2560/8883 (28.78%)]		Loss: 0.61279
Training Progress: 	Epoch 85 [2880/8883 (32.37%)]		Loss: 0.42339
Training Progress: 	Epoch 85 [3200/8883 (35.97%)]		Loss: 0.46878
Training Progress: 	Epoch 85 [3520/8883 (39.57%)]		Loss: 0.77269
Training Progress: 	Epoch 85 [3840/8883 (43.17%)]		Loss: 0.53683
Training Progress: 	Epoch 85 [4160/8883 (46.76%)]		Loss: 0.32873
Training Progress: 	Epoch 85 [4480/8883 (50.36%)]		Loss: 0.36243
Training Progress: 	Epoch 85 [4800/8883 (53.96%)]		Loss: 0.48631
Training Progress: 	Epoch 85 [5120/8883 (57.55%)]		Loss: 0.45249
Training Progress: 	Epoch 85 [5440/8883 (61.15%)]		Loss: 0.45950
Training Progress: 	Epoch 85 [5760/8883 (64.75%)]		Loss: 0.52496
Training Progress: 	Epoch 85 [6080/8883 (68.35%)]		Loss: 0.47529
Training Progress: 	Epoch 85 [6400/8883 (71.94%)]		Loss: 0.80277
Training Progress: 	Epoch 85 [6720/8883 (75.54%)]		Loss: 0.54872
Training Progress: 	Epoch 85 [7040/8883 (79.14%)]		Loss: 0.58183
Training Progress: 	Epoch 85 [7360/8883 (82.73%)]		Loss: 0.53092
Training Progress: 	Epoch 85 [7680/8883 (86.33%)]		Loss: 0.46036
Training Progress: 	Epoch 85 [8000/8883 (89.93%)]		Loss: 0.41420
Training Progress: 	Epoch 85 [8320/8883 (93.53%)]		Loss: 0.66074
Training Progress: 	Epoch 85 [8640/8883 (97.12%)]		Loss: 0.59990
	Train loss: 0.01295, Accuracy: 7073/8883 (79.00%)
	Validation loss: 0.00026, Accuracy: 1447/1692 (85.00%)
	Test loss: 0.00183, Accuracy: 530/1772 (29.00%)

Training Progress: 	Epoch 86 [0/8883 (0.00%)]		Loss: 0.33464
Training Progress: 	Epoch 86 [320/8883 (3.60%)]		Loss: 0.63496
Training Progress: 	Epoch 86 [640/8883 (7.19%)]		Loss: 0.35788
Training Progress: 	Epoch 86 [960/8883 (10.79%)]		Loss: 0.45194
Training Progress: 	Epoch 86 [1280/8883 (14.39%)]		Loss: 0.58645
Training Progress: 	Epoch 86 [1600/8883 (17.99%)]		Loss: 0.32190
Training Progress: 	Epoch 86 [1920/8883 (21.58%)]		Loss: 0.44932
Training Progress: 	Epoch 86 [2240/8883 (25.18%)]		Loss: 0.44420
Training Progress: 	Epoch 86 [2560/8883 (28.78%)]		Loss: 0.73085
Training Progress: 	Epoch 86 [2880/8883 (32.37%)]		Loss: 0.43558
Training Progress: 	Epoch 86 [3200/8883 (35.97%)]		Loss: 0.38503
Training Progress: 	Epoch 86 [3520/8883 (39.57%)]		Loss: 0.64128
Training Progress: 	Epoch 86 [3840/8883 (43.17%)]		Loss: 0.53204
Training Progress: 	Epoch 86 [4160/8883 (46.76%)]		Loss: 0.35996
Training Progress: 	Epoch 86 [4480/8883 (50.36%)]		Loss: 0.47883
Training Progress: 	Epoch 86 [4800/8883 (53.96%)]		Loss: 0.32079
Training Progress: 	Epoch 86 [5120/8883 (57.55%)]		Loss: 0.50206
Training Progress: 	Epoch 86 [5440/8883 (61.15%)]		Loss: 0.72123
Training Progress: 	Epoch 86 [5760/8883 (64.75%)]		Loss: 0.62676
Training Progress: 	Epoch 86 [6080/8883 (68.35%)]		Loss: 0.26910
Training Progress: 	Epoch 86 [6400/8883 (71.94%)]		Loss: 0.59066
Training Progress: 	Epoch 86 [6720/8883 (75.54%)]		Loss: 0.74065
Training Progress: 	Epoch 86 [7040/8883 (79.14%)]		Loss: 0.62709
Training Progress: 	Epoch 86 [7360/8883 (82.73%)]		Loss: 0.53144
Training Progress: 	Epoch 86 [7680/8883 (86.33%)]		Loss: 0.43828
Training Progress: 	Epoch 86 [8000/8883 (89.93%)]		Loss: 0.47248
Training Progress: 	Epoch 86 [8320/8883 (93.53%)]		Loss: 0.52857
Training Progress: 	Epoch 86 [8640/8883 (97.12%)]		Loss: 0.46049
	Train loss: 0.01237, Accuracy: 7121/8883 (80.00%)
	Validation loss: 0.00020, Accuracy: 1498/1692 (88.00%)
	Test loss: 0.00176, Accuracy: 548/1772 (30.00%)

Training Progress: 	Epoch 87 [0/8883 (0.00%)]		Loss: 0.37986
Training Progress: 	Epoch 87 [320/8883 (3.60%)]		Loss: 0.42978
Training Progress: 	Epoch 87 [640/8883 (7.19%)]		Loss: 0.29723
Training Progress: 	Epoch 87 [960/8883 (10.79%)]		Loss: 0.53403
Training Progress: 	Epoch 87 [1280/8883 (14.39%)]		Loss: 0.46307
Training Progress: 	Epoch 87 [1600/8883 (17.99%)]		Loss: 0.40515
Training Progress: 	Epoch 87 [1920/8883 (21.58%)]		Loss: 0.47176
Training Progress: 	Epoch 87 [2240/8883 (25.18%)]		Loss: 0.43432
Training Progress: 	Epoch 87 [2560/8883 (28.78%)]		Loss: 0.44634
Training Progress: 	Epoch 87 [2880/8883 (32.37%)]		Loss: 0.41906
Training Progress: 	Epoch 87 [3200/8883 (35.97%)]		Loss: 0.45054
Training Progress: 	Epoch 87 [3520/8883 (39.57%)]		Loss: 0.56107
Training Progress: 	Epoch 87 [3840/8883 (43.17%)]		Loss: 0.56728
Training Progress: 	Epoch 87 [4160/8883 (46.76%)]		Loss: 0.34022
Training Progress: 	Epoch 87 [4480/8883 (50.36%)]		Loss: 0.40588
Training Progress: 	Epoch 87 [4800/8883 (53.96%)]		Loss: 0.38833
Training Progress: 	Epoch 87 [5120/8883 (57.55%)]		Loss: 0.77912
Training Progress: 	Epoch 87 [5440/8883 (61.15%)]		Loss: 0.55573
Training Progress: 	Epoch 87 [5760/8883 (64.75%)]		Loss: 0.34818
Training Progress: 	Epoch 87 [6080/8883 (68.35%)]		Loss: 0.42303
Training Progress: 	Epoch 87 [6400/8883 (71.94%)]		Loss: 0.53025
Training Progress: 	Epoch 87 [6720/8883 (75.54%)]		Loss: 0.69107
Training Progress: 	Epoch 87 [7040/8883 (79.14%)]		Loss: 0.71268
Training Progress: 	Epoch 87 [7360/8883 (82.73%)]		Loss: 0.54955
Training Progress: 	Epoch 87 [7680/8883 (86.33%)]		Loss: 0.44012
Training Progress: 	Epoch 87 [8000/8883 (89.93%)]		Loss: 0.47286
Training Progress: 	Epoch 87 [8320/8883 (93.53%)]		Loss: 0.62714
Training Progress: 	Epoch 87 [8640/8883 (97.12%)]		Loss: 0.41120
	Train loss: 0.01313, Accuracy: 7025/8883 (79.00%)
	Validation loss: 0.00024, Accuracy: 1476/1692 (87.00%)
	Test loss: 0.00179, Accuracy: 530/1772 (29.00%)

Training Progress: 	Epoch 88 [0/8883 (0.00%)]		Loss: 0.37710
Training Progress: 	Epoch 88 [320/8883 (3.60%)]		Loss: 0.68983
Training Progress: 	Epoch 88 [640/8883 (7.19%)]		Loss: 0.55286
Training Progress: 	Epoch 88 [960/8883 (10.79%)]		Loss: 0.59715
Training Progress: 	Epoch 88 [1280/8883 (14.39%)]		Loss: 0.66574
Training Progress: 	Epoch 88 [1600/8883 (17.99%)]		Loss: 0.34509
Training Progress: 	Epoch 88 [1920/8883 (21.58%)]		Loss: 0.37539
Training Progress: 	Epoch 88 [2240/8883 (25.18%)]		Loss: 0.47185
Training Progress: 	Epoch 88 [2560/8883 (28.78%)]		Loss: 0.56664
Training Progress: 	Epoch 88 [2880/8883 (32.37%)]		Loss: 0.43445
Training Progress: 	Epoch 88 [3200/8883 (35.97%)]		Loss: 0.48712
Training Progress: 	Epoch 88 [3520/8883 (39.57%)]		Loss: 0.63980
Training Progress: 	Epoch 88 [3840/8883 (43.17%)]		Loss: 0.70204
Training Progress: 	Epoch 88 [4160/8883 (46.76%)]		Loss: 0.54817
Training Progress: 	Epoch 88 [4480/8883 (50.36%)]		Loss: 0.52735
Training Progress: 	Epoch 88 [4800/8883 (53.96%)]		Loss: 0.48022
Training Progress: 	Epoch 88 [5120/8883 (57.55%)]		Loss: 0.55119
Training Progress: 	Epoch 88 [5440/8883 (61.15%)]		Loss: 0.54731
Training Progress: 	Epoch 88 [5760/8883 (64.75%)]		Loss: 0.39713
Training Progress: 	Epoch 88 [6080/8883 (68.35%)]		Loss: 0.37220
Training Progress: 	Epoch 88 [6400/8883 (71.94%)]		Loss: 0.37924
Training Progress: 	Epoch 88 [6720/8883 (75.54%)]		Loss: 0.59577
Training Progress: 	Epoch 88 [7040/8883 (79.14%)]		Loss: 0.55931
Training Progress: 	Epoch 88 [7360/8883 (82.73%)]		Loss: 0.55334
Training Progress: 	Epoch 88 [7680/8883 (86.33%)]		Loss: 0.42321
Training Progress: 	Epoch 88 [8000/8883 (89.93%)]		Loss: 0.58385
Training Progress: 	Epoch 88 [8320/8883 (93.53%)]		Loss: 0.49874
Training Progress: 	Epoch 88 [8640/8883 (97.12%)]		Loss: 0.46532
	Train loss: 0.01184, Accuracy: 7175/8883 (80.00%)
	Validation loss: 0.00018, Accuracy: 1517/1692 (89.00%)
	Test loss: 0.00180, Accuracy: 528/1772 (29.00%)

Training Progress: 	Epoch 89 [0/8883 (0.00%)]		Loss: 0.40179
Training Progress: 	Epoch 89 [320/8883 (3.60%)]		Loss: 0.48405
Training Progress: 	Epoch 89 [640/8883 (7.19%)]		Loss: 0.39828
Training Progress: 	Epoch 89 [960/8883 (10.79%)]		Loss: 0.48164
Training Progress: 	Epoch 89 [1280/8883 (14.39%)]		Loss: 0.69343
Training Progress: 	Epoch 89 [1600/8883 (17.99%)]		Loss: 0.42192
Training Progress: 	Epoch 89 [1920/8883 (21.58%)]		Loss: 0.36917
Training Progress: 	Epoch 89 [2240/8883 (25.18%)]		Loss: 0.54361
Training Progress: 	Epoch 89 [2560/8883 (28.78%)]		Loss: 0.72744
Training Progress: 	Epoch 89 [2880/8883 (32.37%)]		Loss: 0.58360
Training Progress: 	Epoch 89 [3200/8883 (35.97%)]		Loss: 0.40795
Training Progress: 	Epoch 89 [3520/8883 (39.57%)]		Loss: 0.55234
Training Progress: 	Epoch 89 [3840/8883 (43.17%)]		Loss: 0.59761
